Language	Concept	Value	Forms
Jad	Fifty nine	ŋəbcuŋerɡu	ŋəbcuŋerɡu
Jad	Sixty	ʈukcu	ʈukcu
Jad	Sixty one	ʈukcurəkʃik	ʈukcurəkʃik
Jad	Sixty two	ʈukcureŋi	ʈukcureŋi
Jad	Sixty three	ʈukcurəksum	ʈukcurəksum
Jad	Sixty four	ʈukcurəbzi	ʈukcurəbzi
Jad	Sixty five	ʈukcurɑŋɑ	ʈukcurɑŋɑ
Jad	Sixty six	ʈukcurɛrok	ʈukcurɛrok
Jad	Sixty seven	ʈukcurəbdun	ʈukcurəbdun
Jad	Sixty eight	ʈukcurəbɡjet	ʈukcurəbɡjet
Jad	Sixty nine	ʈukcureɡu	ʈukcureɡu
Jad	Seventy	dunɟu	dunɟu
Jad	Seventy one	dunɟurəkʃik	dunɟurəkʃik
Jad	Seventy two	dunɟurɛɡi	dunɟurɛɡi
Jad	Seventy three	dunɟurəksum	dunɟurəksum
Jad	Seventy four	dunɟurəbzi	dunɟurəbzi
Jad	Seventy five	dunɟutoŋɑ	dunɟutoŋɑ
Jad	Seventy six	dunɟutɛrok	dunɟutɛrok
Jad	Seventy seven	dunɟutjəbdun	dunɟutjəbdun
Jad	Seventy eight	dunɟutjobɡjet	dunɟutjobɡjet
Jad	Seventy nine	dunɟutorɡu	dunɟutorɡu
Jad	Eighty	ɡeju	ɡeju
Jad	Eighty one	ɡejukjɑkʃik	ɡejukjɑkʃik
Jad	Eighty two	ɡejukeŋi	ɡejukeŋi
Jad	Eighty three	ɡejukjɑksum	ɡejukjɑksum
Jad	Eighty four	ɡejukebzi	ɡejukebzi
Jad	Eighty five	ɡejukɛŋɑ	ɡejukɛŋɑ
Jad	Eighty six	ɡejukjəkʈok	ɡejukjəkʈok
Jad	Eighty seven	ɡejukɛbdun	ɡejukɛbdun
Jad	Eighty eight	ɡejukjebɡjet	ɡejukjebɡjet
Jad	Eighty nine	ɡejukerɡu	ɡejukerɡu
Jad	Ninety	ɡupcu	ɡupcu
Jad	Ninety one	ɡupcukjɑkʃik	ɡupcukjɑkʃik
Jad	Ninety two	ɡupcukɛŋi	ɡupcukɛŋi
Jad	Ninety three	ɡupcukjɑksum	ɡupcukjɑksum
Jad	Ninety four	ɡupcukɛbzi	ɡupcukɛbzi
Jad	Ninety five	ɡupcukɛŋɑ	ɡupcukɛŋɑ
Jad	Ninety six	ɡupcukɛrok	ɡupcukɛrok
Jad	Ninety seven	ɡupcukjəbdun	ɡupcukjəbdun
Jad	Ninety eight	ɡupcukebɡjət	ɡupcukebɡjət
Jad	Ninety nine	ɡupcukerɡu	ɡupcukerɡu
Jad	Hundred	ɡjə	ɡjə
Jad	Thousand	toŋ cik	toŋ cik
Jad	Lakh	-	-
Jad	One Million	-	-
Jad	Crore	-	-
Jad	Billion	-	-
Jad	One hundred	ɡjə	ɡjə
Jad	Two hundred	niɡjə	niɡjə
Jad	Three hundred	sumɡjə	sumɡjə
Jad	Four hundred	zibɡjə	zibɡjə
Jad	Five hundred	ŋɑbɡjə	ŋɑbɡjə
Jad	Six hundred	ʈobɡjə	ʈobɡjə
Jad	One thousand	toŋcik	toŋcik
Jad	Two thousand	toŋni	toŋni
Jad	Three thousand	toŋsum	toŋsum
Jad	Four thousand	toŋzi	toŋzi
Jad	Five thousand	toŋɑ	toŋɑ
Jad	Six thousand	toŋʈok	toŋʈok
Jad	Two hundred twenty one	niɡjənɑnicəksik	niɡjənɑnicəksik
Jad	Five hundred six	ŋəbɡjənɑʈok	ŋəbɡjənɑʈok
Jad	Three thousand forty eight	toŋsumnɑzibcusɔbɡjət	toŋsumnɑzibcusɔbɡjət
Jad	Six thousand nine hundred	toŋʈoknɑɡubɡjə	toŋʈoknɑɡubɡjə
Jad	Seven thousand four hundred twenty two	toŋdunnɑzibɡjənɑniceŋi	toŋdunnɑzibɡjənɑniceŋi
Jad	Six thousand eight	toŋʈuknɑɡjət	toŋʈuknɑɡjət
			
Bhoti	One	cɪ	cɪ
Bhoti	Two	ɲi	ɲi
Bhoti	Three	sum	sum
Bhoti	Four	zi	zi
Bhoti	Five	ɲɑ̃	ɲɑ̃
Bhoti	Six	ɖu	ɖu
Bhoti	Seven	dun	dun
Bhoti	Eight	ɡjɛ	ɡjɛ
Bhoti	Nine	ɡu	ɡu
Bhoti	Ten	cu	cu
Bhoti	Eleven	cuʃi	cuʃi
Bhoti	Twelve	cuɲi	cuɲi
Bhoti	Thirteen	cusum	cusum
Bhoti	Fourteen	cubzi	cubzi
Bhoti	Fifteen	̌coɲɑ̃	̌coɲɑ̃
Bhoti	Sixteen	curo	curo
Bhoti	Seventeen	cubdun	cubdun
Bhoti	Eighteen	cɔbɡjɛ	cɔbɡjɛ
Bhoti	Nineteen	curɡu	curɡu
Bhoti	Twenty	ɲiʃu	ɲiʃu
Bhoti	Twenty One	ɲiʃusɑsi	ɲiʃusɑsi
Bhoti	Twenty two	ɲiʃusɑɲi	ɲiʃusɑɲi
Bhoti	Twenty three	ɲiʃusɑsum	ɲiʃusɑsum
Bhoti	Twenty four	ɲiʃusəbzi	ɲiʃusəbzi
Bhoti	Twenty five	ɲiʃusɑɲɑ̃	ɲiʃusɑɲɑ̃
Bhoti	Twenty six	ɲiʃusəro	ɲiʃusəro
Bhoti	Twenty seven	ɲiʃusəbdun	ɲiʃusəbdun
Bhoti	Twenty eight	ɲiʃusəbɡjɛ	ɲiʃusəbɡjɛ
Bhoti	Twenty nine	ɲiʃusərɡu	ɲiʃusərɡu
Bhoti	Thirty	sumcu	sumcu
Bhoti	Thirty one	sumcusɑsi	sumcusɑsi
Bhoti	Thirty two	sumcusɑɲi	sumcusɑɲi
Bhoti	Thirty three	sumcusɑsum	sumcusɑsum
Bhoti	Thirty four	sumcusəbzi	sumcusəbzi
Bhoti	Thirty five	sumcuseɲɑ̃	sumcuseɲɑ̃
Bhoti	Thirty six	sumcusəro	sumcusəro
Bhoti	Thirty seven	sumcusəbdun	sumcusəbdun
Bhoti	Thirty eight	sumcusəbɡjɛ	sumcusəbɡjɛ
Bhoti	Thirty nine	sumcusərɡu	sumcusərɡu
Bhoti	Forty	zibcu	zibcu
Bhoti	Forty one	zibcuzɑci	zibcuzɑci
Bhoti	Forty two	zibcuzɑɲi	zibcuzɑɲi
Bhoti	Forty three	zibcuzɑsum	zibcuzɑsum
Bhoti	Forty four	zibcuzɑzi	zibcuzɑzi
Bhoti	Forty five	zibcuzeɲɑ̃	zibcuzeɲɑ̃
Bhoti	Forty six	zibcuzəru	zibcuzəru
Bhoti	Forty seven	zibcuzəbdun	zibcuzəbdun
Bhoti	Forty eight	zibcuzəbɡjɛ	zibcuzəbɡjɛ
Bhoti	Forty nine	zibcuzərɡu	zibcuzərɡu
Bhoti	Fifty	ɲə̃pcu	ɲə̃pcu
Bhoti	Fifty one	ɲə̃pcuɲɑ̃si	ɲə̃pcuɲɑ̃si
Bhoti	Fifty two	ɲə̃pcuɲɑ̃ɲi	ɲə̃pcuɲɑ̃ɲi
Bhoti	Fifty three	ɲə̃pcuɲɑ̃sum	ɲə̃pcuɲɑ̃sum
Bhoti	Fifty four	ɲə̃pcuɲɑ̃bzi	ɲə̃pcuɲɑ̃bzi
Bhoti	Fifty five	ɲə̃pcuɲẽɲɑ̃	ɲə̃pcuɲẽɲɑ̃
Bhoti	Fifty six	ɲə̃pcuɲero	ɲə̃pcuɲero
Bhoti	Fifty seven	ɲə̃pcuɲəbdun	ɲə̃pcuɲəbdun
Bhoti	Fifty eight	ɲə̃pcuɲəbɡjɛ	ɲə̃pcuɲəbɡjɛ
Bhoti	Fifty nine	ɲə̃pcuɲərɡu	ɲə̃pcuɲərɡu
Bhoti	Sixty	ɖucu	ɖucu
Bhoti	Sixty one	ɖucurɑsi	ɖucurɑsi
Bhoti	Sixty two	ɖucurɑɲi	ɖucurɑɲi
Bhoti	Sixty three	ɖucurɑsum	ɖucurɑsum
Bhoti	Sixty four	ɖucurəbzi	ɖucurəbzi
Bhoti	Sixty five	ɖucureɲɑ̃	ɖucureɲɑ̃
Bhoti	Sixty six	ɖucurəru	ɖucurəru
Bhoti	Sixty seven	ɖucurəbdun	ɖucurəbdun
Bhoti	Sixty eight	ɖucurəbɡjɛ	ɖucurəbɡjɛ
Bhoti	Sixty nine	ɖucurərɡu	ɖucurərɡu
Bhoti	Seventy	duncu	duncu
Bhoti	Seventy one	duncudonsi	duncudonsi
Bhoti	Seventy two	duncudonɲi	duncudonɲi
Bhoti	Seventy three	duncudonsum	duncudonsum
Bhoti	Seventy four	duncudonzi	duncudonzi
Bhoti	Seventy five	duncudonɲɑ̃	duncudonɲɑ̃
Bhoti	Seventy six	duncudonru	duncudonru
Bhoti	Seventy seven	duncudondun	duncudondun
Bhoti	Seventy eight	duncudonɡjɛ	duncudonɡjɛ
Bhoti	Seventy nine	duncudonɡu	duncudonɡu
Bhoti	Eighty	ɡjɛcu	ɡjɛcu
Bhoti	Eighty one	ɡjɛcuɡjɑsi	ɡjɛcuɡjɑsi
Bhoti	Eighty two	ɡjɛcuɡjɑɲɪ	ɡjɛcuɡjɑɲɪ
Bhoti	Eighty three	ɡjɛcuɡjɑsum	ɡjɛcuɡjɑsum
Bhoti	Eighty four	ɡjɛcuɡjɑzi	ɡjɛcuɡjɑzi
Bhoti	Eighty five	ɡjɛcuɡjeɲɑ̃	ɡjɛcuɡjeɲɑ̃
Bhoti	Eighty six	ɡjɛcuɡjeru	ɡjɛcuɡjeru
Bhoti	Eighty seven	ɡjɛcuɡjəbdun	ɡjɛcuɡjəbdun
Bhoti	Eighty eight	ɡjɛcuɡjəbɡjɛ	ɡjɛcuɡjəbɡjɛ
Bhoti	Eighty nine	ɡjɛcuɡjəbɡu	ɡjɛcuɡjəbɡu
Bhoti	Ninety	ɡubcu	ɡubcu
Bhoti	Ninety one	ɡubcuɡosi	ɡubcuɡosi
Bhoti	Ninety two	ɡubcuɡoɲi	ɡubcuɡoɲi
Bhoti	Ninety three	ɡubcuɡosum	ɡubcuɡosum
Bhoti	Ninety four	ɡubcuɡozi	ɡubcuɡozi
Bhoti	Ninety five	ɡubcuɡeɲɑ̃	ɡubcuɡeɲɑ̃
Bhoti	Ninety six	ɡubcuɡoru	ɡubcuɡoru
Bhoti	Ninety seven	ɡubcuɡobdun	ɡubcuɡobdun
Bhoti	Ninety eight	ɡubcuɡobɡjɛ	ɡubcuɡobɡjɛ
Bhoti	Ninety nine	ɡubcuɡorɡu	ɡubcuɡorɡu
Bhoti	Hundred	ɡjə	ɡjə
Bhoti	Thousand	toŋ ci	toŋ ci
Bhoti	Lakh	lɑkʰ ci	lɑkʰ ci
Bhoti	One Million	-	-
Bhoti	Crore	ɟeʋɑ ci	ɟeʋɑ ci
Bhoti	Billion	-	-
Bhoti	One hundred	ɡjə	ɡjə
Bhoti	Two hundred	ɲibɡjə	ɲibɡjə
Bhoti	Three hundred	sumɡjə	sumɡjə
Bhoti	Four hundred	zibɡjə	zibɡjə
Bhoti	Five hundred	ɲəbɡjə	ɲəbɡjə
Bhoti	Six hundred	ɖuɡjə	ɖuɡjə
Bhoti	One thousand	toŋci	toŋci
Bhoti	Two thousand	toŋɲi	toŋɲi
Bhoti	Three thousand	toŋsum	toŋsum
Bhoti	Four thousand	toŋzi	toŋzi
Bhoti	Five thousand	toŋɲɑ	toŋɲɑ
Bhoti	Six thousand	toŋɖu	toŋɖu
Bhoti	Two hundred twenty one	ɲibɡjə ɲiʃusɑsi	ɲibɡjə ɲiʃusɑsi
Bhoti	Five hundred six	ɲɑ̃bɡjə ɖu	ɲɑ̃bɡjə ɖu
Bhoti	Three thousand forty eight	toŋsum nəŋ zibcuzəbɡjɛ	toŋsum nəŋ zibcuzəbɡjɛ
Bhoti	Six thousand nine hundred	toŋɖunəŋ ɡuɡjə	toŋɖunəŋ ɡuɡjə
Bhoti	Seven thousand four hundred twenty two	toŋdun nəŋ zibɡjə niʃusɑɲi	toŋdun nəŋ zibɡjə niʃusɑɲi
Bhoti	Six thousand eight	toŋɖu nəŋ ɡjɛ	toŋɖu nəŋ ɡjɛ
			
Thadou	One	kʰət	kʰət
Thadou	Two	ni	ni
Thadou	Three	tʰum	tʰum
Thadou	Four	li	li
Thadou	Five	ŋɑ	ŋɑ
Thadou	Six	ɡup	ɡup
Thadou	Seven	səɡi	səɡi
Thadou	Eight	ɡjet	ɡjet
Thadou	Nine	ko	ko
Thadou	Ten	som	som
Thadou	Eleven	somləkʰət	somləkʰət
Thadou	Twelve	somləni	somləni
Thadou	Thirteen	somlətʰum	somlətʰum
Thadou	Fourteen	somləli	somləli
Thadou	Fifteen	somləŋɑ	somləŋɑ
Thadou	Sixteen	somləɡup	somləɡup
Thadou	Seventeen	somləsəɡi	somləsəɡi
Thadou	Eighteen	somləɡjet	somləɡjet
Thadou	Nineteen	somləko	somləko
Thadou	Twenty	somni	somni
Thadou	Twenty One	somniləkʰət	somniləkʰət
Thadou	Twenty two	somniləni	somniləni
Thadou	Twenty three	somnilətʰum	somnilətʰum
Thadou	Twenty four	somniləli	somniləli
Thadou	Twenty five	somniləŋɑ	somniləŋɑ
Thadou	Twenty six	somniləɡup	somniləɡup
Thadou	Twenty seven	somniləsəɡi	somniləsəɡi
Thadou	Twenty eight	somniləɡjet	somniləɡjet
Thadou	Twenty nine	somniləko	somniləko
Thadou	Thirty	somtʰum	somtʰum
Thadou	Thirty one	somtʰumləkʰət	somtʰumləkʰət
Thadou	Thirty two	somtʰumləni	somtʰumləni
Thadou	Thirty three	somtʰumlətʰum	somtʰumlətʰum
Thadou	Thirty four	somtʰumləli	somtʰumləli
Thadou	Thirty five	somtʰumləŋɑ	somtʰumləŋɑ
Thadou	Thirty six	somtʰumləɡup	somtʰumləɡup
Thadou	Thirty seven	somtʰumləsəɡi	somtʰumləsəɡi
Thadou	Thirty eight	somtʰumləɡjet	somtʰumləɡjet
Thadou	Thirty nine	somtʰumləko	somtʰumləko
Thadou	Forty	somli	somli
Thadou	Forty one	somliləkʰət	somliləkʰət
Thadou	Forty two	somliləni	somliləni
Thadou	Forty three	somlilətʰum	somlilətʰum
Thadou	Forty four	somliləli	somliləli
Thadou	Forty five	somliləŋɑ	somliləŋɑ
Thadou	Forty six	somliləɡup	somliləɡup
Thadou	Forty seven	somliləsəɡi	somliləsəɡi
Thadou	Forty eight	somliləɡjet	somliləɡjet
Thadou	Forty nine	somliləko	somliləko
Thadou	Fifty	somŋɑ	somŋɑ
Thadou	Fifty one	somŋɑləkʰət	somŋɑləkʰət
Thadou	Fifty two	somŋɑləni	somŋɑləni
Thadou	Fifty three	somŋɑlətʰum	somŋɑlətʰum
Thadou	Fifty four	somŋɑləli	somŋɑləli
Thadou	Fifty five	somŋɑləŋɑ	somŋɑləŋɑ
Thadou	Fifty six	somŋɑləɡup	somŋɑləɡup
Thadou	Fifty seven	somŋɑləsəɡi	somŋɑləsəɡi
Thadou	Fifty eight	somŋɑləɡjet	somŋɑləɡjet
Thadou	Fifty nine	somŋɑləko	somŋɑləko
Thadou	Sixty	somɡup	somɡup
Thadou	Sixty one	somɡupləkʰət	somɡupləkʰət
Thadou	Sixty two	somɡupləni	somɡupləni
Thadou	Sixty three	somɡuplətʰum	somɡuplətʰum
Thadou	Sixty four	somɡupləli	somɡupləli
Thadou	Sixty five	somɡupləŋɑ	somɡupləŋɑ
Thadou	Sixty six	somɡupləɡup	somɡupləɡup
Thadou	Sixty seven	somɡupləsəɡi	somɡupləsəɡi
Thadou	Sixty eight	somɡupləɡjet	somɡupləɡjet
Thadou	Sixty nine	somɡupləko	somɡupləko
Thadou	Seventy	somsəɡi	somsəɡi
Thadou	Seventy one	somsəɡiləkʰət	somsəɡiləkʰət
Thadou	Seventy two	somsəɡiləni	somsəɡiləni
Thadou	Seventy three	somsəɡilətʰum	somsəɡilətʰum
Thadou	Seventy four	somsəɡiləli	somsəɡiləli
Thadou	Seventy five	somsəɡiləŋɑ	somsəɡiləŋɑ
Thadou	Seventy six	somsəɡiləɡup	somsəɡiləɡup
Thadou	Seventy seven	somsəɡiləsəɡi	somsəɡiləsəɡi
Thadou	Seventy eight	somsəɡiləɡjet	somsəɡiləɡjet
Thadou	Seventy nine	somsəɡiləko	somsəɡiləko
Thadou	Eighty	somɡjet	somɡjet
Thadou	Eighty one	somɡjetləkʰət	somɡjetləkʰət
Thadou	Eighty two	somɡjetləni	somɡjetləni
Thadou	Eighty three	somɡjetlətʰum	somɡjetlətʰum
Thadou	Eighty four	somɡjetləli	somɡjetləli
Thadou	Eighty five	somɡjetləŋɑ	somɡjetləŋɑ
Thadou	Eighty six	somɡjetləɡup	somɡjetləɡup
Thadou	Eighty seven	somɡjetləsəɡi	somɡjetləsəɡi
Thadou	Eighty eight	somɡjetləɡjet	somɡjetləɡjet
Thadou	Eighty nine	somɡjetləko	somɡjetləko
Thadou	Ninety	somko	somko
Thadou	Ninety one	somkoləkʰət	somkoləkʰət
Thadou	Ninety two	somkoləni	somkoləni
Thadou	Ninety three	somkolətʰum	somkolətʰum
Thadou	Ninety four	somkoləli	somkoləli
Thadou	Ninety five	somkoləŋɑ	somkoləŋɑ
Thadou	Ninety six	somkoləɡup	somkoləɡup
Thadou	Ninety seven	somkoləsəɡi	somkoləsəɡi
Thadou	Ninety eight	somkoləɡjet	somkoləɡjet
Thadou	Ninety nine	somkoləko	somkoləko
Thadou	Hundred	zəkʰət	zəkʰət
Thadou	Thousand	səŋkʰət	səŋkʰət
Thadou	Lakh	ləkʰət	ləkʰət
Thadou	One Million	miliən	miliən
Thadou	Crore	kror	kror
Thadou	Billion	biliən	biliən
Thadou	One hundred	zəkʰət	zəkʰət
Thadou	Two hundred	zəni	zəni
Thadou	Three hundred	zətʰum	zətʰum
Thadou	Four hundred	zəli	zəli
Thadou	Five hundred	zəŋɑ	zəŋɑ
Thadou	Six hundred	zəɡup	zəɡup
Thadou	One thousand	səŋkʰət	səŋkʰət
Thadou	Two thousand	səŋni	səŋni
Thadou	Three thousand	səŋtʰum	səŋtʰum
Thadou	Four thousand	səŋli	səŋli
Thadou	Five thousand	səŋŋɑ	səŋŋɑ
Thadou	Six thousand	səŋɡup	səŋɡup
Thadou	Two hundred twenty one	zəniləsomniləkʰət	zəniləsomniləkʰət
Thadou	Five hundred six	zəŋɑləɡup	zəŋɑləɡup
Thadou	Three thousand forty eight	səŋtʰumləsomliləɡjet	səŋtʰumləsomliləɡjet
Thadou	Six thousand nine hundred	səŋɡupləzəko	səŋɡupləzəko
Thadou	Seven thousand four hundred twenty two	səŋseɡiləzəliləsomniləni	səŋseɡiləzəliləsomniləni
Thadou	Six thousand eight	səŋɡupləɡjet	səŋɡupləɡjet
			
Mao	One	kəli	kəli
Mao	Two	kəhɛ̃	kəhɛ̃
Mao	Three	kossə	kossə
Mao	Four	pədde	pədde
Mao	Five	puŋo	puŋo
Mao	Six	cɔro	cɔro
Mao	Seven	cənni	cənni
Mao	Eight	cəccɑ	cəccɑ
Mao	Nine	ciku	ciku
Mao	Ten	kjɑ	kjɑ
Mao	Eleven	kjɑlu	kjɑlu
Mao	Twelve	kjɑhɛ̃	kjɑhɛ̃
Mao	Thirteen	kjɑkossə	kjɑkossə
Mao	Fourteen	kjɑpədde	kjɑpədde
Mao	Fifteen	kjɑpuŋo	kjɑpuŋo
Mao	Sixteen	kjɑcɔro	kjɑcɔro
Mao	Seventeen	kjɑcənni	kjɑcənni
Mao	Eighteen	kjɑcəccɑ	kjɑcəccɑ
Mao	Nineteen	kjɑciko	kjɑciko
Mao	Twenty	məkkɛ	məkkɛ
Mao	Twenty One	məkkɛlu	məkkɛlu
Mao	Twenty two	məkkɛkəhɛ̃	məkkɛkəhɛ̃
Mao	Twenty three	məkkekossə	məkkekossə
Mao	Twenty four	məkkɛpədeu	məkkɛpədeu
Mao	Twenty five	məkkɛpuŋo	məkkɛpuŋo
Mao	Twenty six	məkkɛcɔro	məkkɛcɔro
Mao	Twenty seven	məkkɛcənju	məkkɛcənju
Mao	Twenty eight	məkkɛcəccɑo	məkkɛcəccɑo
Mao	Twenty nine	məkkɛciku	məkkɛciku
Mao	Thirty	ʃjɑʰ	ʃjɑʰ
Mao	Thirty one	ʃjɑʰlu	ʃjɑʰlu
Mao	Thirty two	ʃjɑʰhɛ̃o	ʃjɑʰhɛ̃o
Mao	Thirty three	ʃjɑʰkossu	ʃjɑʰkossu
Mao	Thirty four	ʃjɑʰpədeu	ʃjɑʰpədeu
Mao	Thirty five	ʃjɑʰpuŋou	ʃjɑʰpuŋou
Mao	Thirty six	ʃjɑʰcrɔ	ʃjɑʰcrɔ
Mao	Thirty seven	ʃjɑʰcənjeu	ʃjɑʰcənjeu
Mao	Thirty eight	ʃjɑʰcəccɑo	ʃjɑʰcəccɑo
Mao	Thirty nine	ʃjɑʰciku	ʃjɑʰciku
Mao	Forty	repədde	repədde
Mao	Forty one	repədjoɑkəlju	repədjoɑkəlju
Mao	Forty two	repədjɑkəhɛ̃o	repədjɑkəhɛ̃o
Mao	Forty three	repədjɑkossu	repədjɑkossu
Mao	Forty four	repədjɑpədeu	repədjɑpədeu
Mao	Forty five	repədjɑpuŋo	repədjɑpuŋo
Mao	Forty six	repədjɑcurɔ	repədjɑcurɔ
Mao	Forty seven	repədjɑcənju	repədjɑcənju
Mao	Forty eight	repədjɑcəccɑo	repədjɑcəccɑo
Mao	Forty nine	repədjɑciku	repədjɑciku
Mao	Fifty	repuŋo	repuŋo
Mao	Fifty one	repuŋʋɑkəlju	repuŋʋɑkəlju
Mao	Fifty two	repuŋʋɑkəhɛ̃o	repuŋʋɑkəhɛ̃o
Mao	Fifty three	repoŋʋɑkossu	repoŋʋɑkossu
Mao	Fifty four	repoŋʋɑpədjeu	repoŋʋɑpədjeu
Mao	Fifty five	repoŋʋɑpuŋou	repoŋʋɑpuŋou
Mao	Fifty six	repoŋʋɑcurɔ	repoŋʋɑcurɔ
Mao	Fifty seven	repoŋʋɑcənju	repoŋʋɑcənju
Mao	Fifty eight	repoŋʋɑcəccɑo	repoŋʋɑcəccɑo
Mao	Fifty nine	repoŋʋɑciko	repoŋʋɑciko
Mao	Sixty	recorɔ	recorɔ
Mao	Sixty one	recorʋɑkəlju	recorʋɑkəlju
Mao	Sixty two	recorʋɑkəhɛ̃o	recorʋɑkəhɛ̃o
Mao	Sixty three	recorʋɑkossu	recorʋɑkossu
Mao	Sixty four	recorʋɑpədeu	recorʋɑpədeu
Mao	Sixty five	recorʋɑpuŋo	recorʋɑpuŋo
Mao	Sixty six	recorʋɑcurɔ	recorʋɑcurɔ
Mao	Sixty seven	recorʋɑcənju	recorʋɑcənju
Mao	Sixty eight	recorʋɑcəccɑo	recorʋɑcəccɑo
Mao	Sixty nine	recorʋɑciko	recorʋɑciko
Mao	Seventy	recənni	recənni
Mao	Seventy one	recənjɑkəlju	recənjɑkəlju
Mao	Seventy two	recənjɑkəhɛ̃o	recənjɑkəhɛ̃o
Mao	Seventy three	recənjɑkossu	recənjɑkossu
Mao	Seventy four	recənjɑpədeo	recənjɑpədeo
Mao	Seventy five	recənjɑpuŋo	recənjɑpuŋo
Mao	Seventy six	recənjɑcurɔ	recənjɑcurɔ
Mao	Seventy seven	recənjɑcənju	recənjɑcənju
Mao	Seventy eight	recənjɑcəccɑo	recənjɑcəccɑo
Mao	Seventy nine	recənjɑciko	recənjɑciko
Mao	Eighty	recəccɑ	recəccɑ
Mao	Eighty one	recəccɑkəlju	recəccɑkəlju
Mao	Eighty two	recəccɑkəhɛ̃u	recəccɑkəhɛ̃u
Mao	Eighty three	recəccɑkossu	recəccɑkossu
Mao	Eighty four	recəccɑpədeo	recəccɑpədeo
Mao	Eighty five	recəccɑpuŋo	recəccɑpuŋo
Mao	Eighty six	recəccɑcurɔ	recəccɑcurɔ
Mao	Eighty seven	recəccɑcənju	recəccɑcənju
Mao	Eighty eight	recəccɑcəccɑo	recəccɑcəccɑo
Mao	Eighty nine	recəccɑciko	recəccɑciko
Mao	Ninety	rekoʰ	rekoʰ
Mao	Ninety one	rekʋɑkəlju	rekʋɑkəlju
Mao	Ninety two	rekʋɑkəhɛ̃o	rekʋɑkəhɛ̃o
Mao	Ninety three	rekʋɑkossu	rekʋɑkossu
Mao	Ninety four	rekʋɑpədeo	rekʋɑpədeo
Mao	Ninety five	rekʋɑpuŋo	rekʋɑpuŋo
Mao	Ninety six	rekʋɑcurɔ	rekʋɑcurɔ
Mao	Ninety seven	rekʋɑcənju	rekʋɑcənju
Mao	Ninety eight	rekʋɑcəccɑo	rekʋɑcəccɑo
Mao	Ninety nine	rekʋɑciko	rekʋɑciko
Mao	Hundred	krɛʰ	krɛʰ
Mao	Thousand	pʰuh	pʰuh
Mao	Lakh	lɑk	lɑk
Mao	One Million	-	-
Mao	Crore	kror	kror
Mao	Billion	-	-
Mao	One hundred	krɛ kəli	krɛ kəli
Mao	Two hundred	krɛ kəhɛ̃	krɛ kəhɛ̃
Mao	Three hundred	krɛ kossə	krɛ kossə
Mao	Four hundred	krɛ pədde	krɛ pədde
Mao	Five hundred	krɛ puŋo	krɛ puŋo
Mao	Six hundred	krɛ corɔ	krɛ corɔ
Mao	One thousand	tʰu kəli	tʰu kəli
Mao	Two thousand	tʰu kəhɛ̃	tʰu kəhɛ̃
Mao	Three thousand	tʰu kossə	tʰu kossə
Mao	Four thousand	tʰu pədde	tʰu pədde
Mao	Five thousand	tʰu puŋo	tʰu puŋo
Mao	Six thousand	tʰu corɔ	tʰu corɔ
Mao	Two hundred twenty one	krɛ kəhɛ̃ məkkɛjɑ kəlju	krɛ kəhɛ̃ məkkɛjɑ kəlju
Mao	Five hundred six	krɛ puŋʋɑ corɔ	krɛ puŋʋɑ corɔ
Mao	Three thousand forty eight	tʰukossə repədjɑcəccɑ	tʰukossə repədjɑcəccɑ
Mao	Six thousand nine hundred	tʰucorɔ krɛ ciku	tʰucorɔ krɛ ciku
Mao	Seven thousand four hundred twenty two	tʰu cenjɑ krɛ pədjɑ məkkɛ kəhɛ̃o	tʰu cenjɑ krɛ pədjɑ məkkɛ kəhɛ̃o
Mao	Six thousand eight	tʰu curɔ cəccɑ	tʰu curɔ cəccɑ
			
Hajong	One	ekoŋ	ekoŋ
Hajong	Two	bekoŋ	bekoŋ
Hajong	Three	tusiŋ	tusiŋ
Hajong	Four	cɑboŋ	cɑboŋ
Hajong	Five	lɑyiŋ	lɑyiŋ
Hajong	Six	lotɑŋ	lotɑŋ
Hajong	Seven	kobrɑŋ	kobrɑŋ
Hajong	Eight	ɡotɑŋ	ɡotɑŋ
Hajong	Nine	nɑn	nɑn
Hajong	Ten	dosoŋ	dosoŋ
Hajong	Eleven	ek-ekoŋ	ek-ekoŋ
Hajong	Twelve	ek-bekoŋ	ek-bekoŋ
Hajong	Thirteen	ek-tusiŋ	ek-tusiŋ
Hajong	Fourteen	ek-cɑboŋ	ek-cɑboŋ
Hajong	Fifteen	ek-lɑyiŋ	ek-lɑyiŋ
Hajong	Sixteen	ek-lotɑŋ	ek-lotɑŋ
Hajong	Seventeen	ek-kobrɑŋ	ek-kobrɑŋ
Hajong	Eighteen	ek-ɡotɑŋ	ek-ɡotɑŋ
Hajong	Nineteen	ek-nɑn	ek-nɑn
Hajong	Twenty	besoŋ	besoŋ
Hajong	Twenty One	be-ekoŋ	be-ekoŋ
Hajong	Twenty two	be-bekoŋ	be-bekoŋ
Hajong	Twenty three	be-tusiŋ	be-tusiŋ
Hajong	Twenty four	be-cɑboŋ	be-cɑboŋ
Hajong	Twenty five	be-lɑyiŋ	be-lɑyiŋ
Hajong	Twenty six	be-lotɑŋ	be-lotɑŋ
Hajong	Twenty seven	be-kobrɑŋ	be-kobrɑŋ
Hajong	Twenty eight	be-ɡotɑŋ	be-ɡotɑŋ
